BreedID,Type,BreedName,,,,,Breed1,Breed2,,,Breed
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,266,,,
,,,,,,,307,0,,,
,,,,,,,264,265,,,
,,,,,,,307,0,,,
,,,,,,,265,265,,,
,,,,,,,266,0,,,
,,,,,,,243,0,,,
,,,,,,,306,0,,,
,,,,,,,25,0,,,
,,,,,,,266,0,,,
,,,,,,,213,307,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,265,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,187,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,266,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,264,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,265,265,,,
,,,,,,,307,0,,,
,,,,,,,266,241,,,
,,,,,,,307,0,,,
,,,,,,,32,307,,,
,,,,,,,266,0,,,
,,,,,,,299,266,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,264,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,249,0,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,276,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,293,0,,,
,,,,,,,266,266,,,
,,,,,,,264,0,,,
,,,,,,,264,0,,,
,,,,,,,19,307,,,
,,,,,,,307,0,,,
,,,,,,,266,285,,,
,,,,,,,307,0,,,
,,,,,,,264,285,,,
,,,,,,,307,0,,,
,,,,,,,20,307,,,
,,,,,,,187,307,,,
,,,,,,,109,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,109,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,76,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,266,265,,,
,,,,,,,266,0,,,
,,,,,,,266,265,,,
,,,,,,,76,307,,,
,,,,,,,307,26,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,288,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,292,,,
,,,,,,,307,0,,,
,,,,,,,299,266,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,264,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,76,307,,,
,,,,,,,266,266,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,218,205,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,141,307,,,
,,,,,,,266,0,,,
,,,,,,,179,0,,,
,,,,,,,307,0,,,
,,,,,,,307,117,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,128,0,,,
,,,,,,,307,0,,,
,,,,,,,152,307,,,
,,,,,,,265,266,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,285,0,,,
,,,,,,,283,0,,,
,,,,,,,265,0,,,
,,,,,,,299,0,,,
,,,,,,,307,218,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,39,307,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,165,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,227,307,,,
,,,,,,,299,299,,,
,,,,,,,266,0,,,
,,,,,,,292,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,195,307,,,
,,,,,,,307,0,,,
,,,,,,,205,0,,,
,,,,,,,266,0,,,
,,,,,,,265,266,,,
,,,,,,,307,188,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,15,307,,,
,,,,,,,266,0,,,
,,,,,,,128,129,,,
,,,,,,,264,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,128,,,
,,,,,,,247,292,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,218,307,,,
,,,,,,,307,0,,,
,,,,,,,207,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,39,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,264,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,179,195,,,
,,,,,,,307,0,,,
,,,,,,,206,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,205,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,76,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,241,276,,,
,,,,,,,254,254,,,
,,,,,,,266,299,,,
,,,,,,,179,0,,,
,,,,,,,266,0,,,
,,,,,,,195,0,,,
,,,,,,,218,307,,,
,,,,,,,266,0,,,
,,,,,,,218,307,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,257,295,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,200,76,,,
,,,,,,,103,307,,,
,,,,,,,307,0,,,
,,,,,,,252,0,,,
,,,,,,,266,276,,,
,,,,,,,195,195,,,
,,,,,,,292,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,285,265,,,
,,,,,,,307,0,,,
,,,,,,,72,307,,,
,,,,,,,307,102,,,
,,,,,,,307,0,,,
,,,,,,,292,294,,,
,,,,,,,109,0,,,
,,,,,,,285,266,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,265,,,
,,,,,,,307,0,,,
,,,,,,,251,262,,,
,,,,,,,218,307,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,103,,,
,,,,,,,189,0,,,
,,,,,,,265,254,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,264,0,,,
,,,,,,,266,264,,,
,,,,,,,307,0,,,
,,,,,,,20,0,,,
,,,,,,,307,0,,,
,,,,,,,173,307,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,252,299,,,
,,,,,,,179,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,292,0,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,307,75,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,264,266,,,
,,,,,,,307,0,,,
,,,,,,,292,266,,,
,,,,,,,292,0,,,
,,,,,,,307,0,,,
,,,,,,,141,307,,,
,,,,,,,307,307,,,
,,,,,,,285,265,,,
,,,,,,,307,117,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,31,307,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,299,265,,,
,,,,,,,266,266,,,
,,,,,,,299,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,141,227,,,
,,,,,,,266,265,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,78,,,
,,,,,,,141,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,206,109,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,264,0,,,
,,,,,,,283,265,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,205,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,264,264,,,
,,,,,,,285,0,,,
,,,,,,,299,0,,,
,,,,,,,250,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,265,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,218,75,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,218,20,,,
,,,,,,,307,0,,,
,,,,,,,189,307,,,
,,,,,,,307,187,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,292,265,,,
,,,,,,,103,307,,,
,,,,,,,31,307,,,
,,,,,,,218,147,,,
,,,,,,,307,141,,,
,,,,,,,266,0,,,
,,,,,,,39,0,,,
,,,,,,,266,0,,,
,,,,,,,141,307,,,
,,,,,,,307,0,,,
,,,,,,,109,0,,,
,,,,,,,307,0,,,
,,,,,,,206,213,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,195,307,,,
,,,,,,,266,299,,,
,,,,,,,266,0,,,
,,,,,,,128,0,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,147,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,243,,,
,,,,,,,266,0,,,
,,,,,,,283,0,,,
,,,,,,,266,0,,,
,,,,,,,141,0,,,
,,,,,,,285,265,,,
,,,,,,,265,0,,,
,,,,,,,292,264,,,
,,,,,,,20,141,,,
,,,,,,,152,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,306,0,,,
,,,,,,,307,307,,,
,,,,,,,307,307,,,
,,,,,,,218,218,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,152,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,292,,,
,,,,,,,266,0,,,
,,,,,,,264,299,,,
,,,,,,,306,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,176,307,,,
,,,,,,,78,70,,,
,,,,,,,307,213,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,264,285,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,265,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,292,265,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,283,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,264,265,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,265,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,189,307,,,
,,,,,,,243,243,,,
,,,,,,,265,299,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,179,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,264,0,,,
,,,,,,,103,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,264,265,,,
,,,,,,,265,0,,,
,,,,,,,307,141,,,
,,,,,,,179,0,,,
,,,,,,,109,0,,,
,,,,,,,265,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,254,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,306,306,,,
,,,,,,,264,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,179,0,,,
,,,,,,,266,292,,,
,,,,,,,307,0,,,
,,,,,,,266,254,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,264,0,,,
,,,,,,,307,307,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,14,,,
,,,,,,,307,307,,,
,,,,,,,307,307,,,
,,,,,,,303,266,,,
,,,,,,,307,0,,,
,,,,,,,254,0,,,
,,,,,,,299,0,,,
,,,,,,,307,307,,,
,,,,,,,264,264,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,214,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,292,0,,,
,,,,,,,265,265,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,152,307,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,141,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,299,0,,,
,,,,,,,103,307,,,
,,,,,,,292,266,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,103,103,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,247,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,247,,,
,,,,,,,266,266,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,189,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,39,,,
,,,,,,,179,0,,,
,,,,,,,213,0,,,
,,,,,,,307,0,,,
,,,,,,,243,243,,,
,,,,,,,307,307,,,
,,,,,,,285,0,,,
,,,,,,,266,285,,,
,,,,,,,205,0,,,
,,,,,,,292,0,,,
,,,,,,,277,267,,,
,,,,,,,307,0,,,
,,,,,,,83,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,102,307,,,
,,,,,,,218,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,20,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,20,72,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,285,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,152,0,,,
,,,,,,,266,266,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,218,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,299,266,,,
,,,,,,,307,141,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,109,0,,,
,,,,,,,266,266,,,
,,,,,,,247,0,,,
,,,,,,,292,0,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,103,307,,,
,,,,,,,282,283,,,
,,,,,,,307,0,,,
,,,,,,,299,264,,,
,,,,,,,19,0,,,
,,,,,,,266,303,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,300,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,243,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,202,307,,,
,,,,,,,141,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,179,205,,,
,,,,,,,266,304,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,285,,,
,,,,,,,266,0,,,
,,,,,,,103,218,,,
,,,,,,,307,189,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,265,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,20,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,266,0,,,
,,,,,,,266,292,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,179,205,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,264,266,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,60,0,,,
,,,,,,,111,307,,,
,,,,,,,69,0,,,
,,,,,,,264,292,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,75,205,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,182,0,,,
,,,,,,,307,0,,,
,,,,,,,254,0,,,
,,,,,,,20,0,,,
,,,,,,,307,189,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,299,,,
,,,,,,,266,266,,,
,,,,,,,299,0,,,
,,,,,,,307,307,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,264,0,,,
,,,,,,,266,0,,,
,,,,,,,263,266,,,
,,,,,,,42,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,273,0,,,
,,,,,,,141,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,254,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,100,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,250,0,,,
,,,,,,,266,0,,,
,,,,,,,274,0,,,
,,,,,,,292,0,,,
,,,,,,,179,0,,,
,,,,,,,266,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,141,307,,,
,,,,,,,292,265,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,178,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,69,69,,,
,,,,,,,307,0,,,
,,,,,,,20,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,264,299,,,
,,,,,,,266,0,,,
,,,,,,,266,299,,,
,,,,,,,292,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,266,292,,,
,,,,,,,307,0,,,
,,,,,,,141,307,,,
,,,,,,,20,0,,,
,,,,,,,307,0,,,
,,,,,,,299,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,264,0,,,
,,,,,,,307,0,,,
,,,,,,,141,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,292,0,,,
,,,,,,,307,0,,,
,,,,,,,307,128,,,
,,,,,,,213,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,243,0,,,
,,,,,,,307,0,,,
,,,,,,,265,265,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,218,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,253,264,,,
,,,,,,,266,0,,,
,,,,,,,72,141,,,
,,,,,,,264,0,,,
,,,,,,,305,0,,,
,,,,,,,266,0,,,
,,,,,,,265,265,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,114,307,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,266,0,,,
,,,,,,,266,265,,,
,,,,,,,283,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,307,307,,,
,,,,,,,254,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,141,307,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,251,292,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,109,0,,,
,,,,,,,111,0,,,
,,,,,,,203,307,,,
,,,,,,,247,285,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,265,0,,,
,,,,,,,265,0,,,
,,,,,,,307,0,,,
,,,,,,,265,0,,,
,,,,,,,205,0,,,
,,,,,,,266,265,,,
,,,,,,,307,0,,,
,,,,,,,264,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,283,0,,,
,,,,,,,109,307,,,
,,,,,,,109,307,,,
,,,,,,,307,307,,,
,,,,,,,49,0,,,
,,,,,,,307,0,,,
,,,,,,,266,266,,,
,,,,,,,49,0,,,
,,,,,,,266,299,,,
,,,,,,,307,78,,,
,,,,,,,299,266,,,
,,,,,,,152,117,,,
,,,,,,,265,305,,,
,,,,,,,265,0,,,
,,,,,,,189,0,,,
,,,,,,,307,307,,,
,,,,,,,285,0,,,
,,,,,,,266,0,,,
,,,,,,,213,200,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,307,307,,,
,,,,,,,265,0,,,
,,,,,,,303,0,,,
,,,,,,,266,0,,,
,,,,,,,307,218,,,
,,,,,,,244,0,,,
,,,,,,,264,0,,,
,,,,,,,266,266,,,
,,,,,,,307,307,,,
,,,,,,,307,0,,,
,,,,,,,266,0,,,
,,,,,,,307,0,,,
,,,,,,,307,0,,,
,,,,,,,213,307,,,
,,,,,,,179,0,,,
,,,,,,,265,266,,,
,,,,,,,307,0,,,
,,,,,,,264,299,,,
,,,,,,,266,265,,,
,,,,,,,265,0,,,
,,,,,,,266,0,,,
